CODIGO;TITULO;
910125;Supervisor de manutenção de máquinas industriais têxteis;"INSERT INTO states (code, title) VALUES ('910125','Supervisor de manutenção de máquinas industriais têxteis');"
910205;Supervisor da manutenção e reparação de veículos leves;"INSERT INTO states (code, title) VALUES ('910205','Supervisor da manutenção e reparação de veículos leves');"
910210;Supervisor da manutenção e reparação de veículos pesados;"INSERT INTO states (code, title) VALUES ('910210','Supervisor da manutenção e reparação de veículos pesados');"
910910;Supervisor de manutenção de vias férreas;"INSERT INTO states (code, title) VALUES ('910910','Supervisor de manutenção de vias férreas');"
910905;Supervisor de reparos linhas férreas;"INSERT INTO states (code, title) VALUES ('910905','Supervisor de reparos linhas férreas');"
911125;Mecânico de manutenção de redutores;"INSERT INTO states (code, title) VALUES ('911125','Mecânico de manutenção de redutores');"
911120;Mecânico de manutenção de motores diesel (exceto de veículos automotores);"INSERT INTO states (code, title) VALUES ('911120','Mecânico de manutenção de motores diesel (exceto de veículos automotores)');"
911115;Mecânico de manutenção de compressores de ar;"INSERT INTO states (code, title) VALUES ('911115','Mecânico de manutenção de compressores de ar');"
911110;Mecânico de manutenção de bombas;"INSERT INTO states (code, title) VALUES ('911110','Mecânico de manutenção de bombas');"
911105;Mecânico de manutenção de bomba injetora (exceto de veículos automotores);"INSERT INTO states (code, title) VALUES ('911105','Mecânico de manutenção de bomba injetora (exceto de veículos automotores)');"
911130;Mecânico de manutenção de turbinas (exceto de aeronaves);"INSERT INTO states (code, title) VALUES ('911130','Mecânico de manutenção de turbinas (exceto de aeronaves)');"
911135;Mecânico de manutenção de turbocompressores;"INSERT INTO states (code, title) VALUES ('911135','Mecânico de manutenção de turbocompressores');"
911205;Mecânico de manutenção e instalação de aparelhos de climatização e  refrigeração;"INSERT INTO states (code, title) VALUES ('911205','Mecânico de manutenção e instalação de aparelhos de climatização e  refrigeração');"
911305;Mecânico de manutenção de máquinas, em geral;"INSERT INTO states (code, title) VALUES ('911305','Mecânico de manutenção de máquinas, em geral');"
911310;Mecânico de manutenção de máquinas gráficas;"INSERT INTO states (code, title) VALUES ('911310','Mecânico de manutenção de máquinas gráficas');"
911315;Mecânico de manutenção de máquinas operatrizes (lavra de madeira);"INSERT INTO states (code, title) VALUES ('911315','Mecânico de manutenção de máquinas operatrizes (lavra de madeira)');"
911320;Mecânico de manutenção de máquinas têxteis;"INSERT INTO states (code, title) VALUES ('911320','Mecânico de manutenção de máquinas têxteis');"
911325;Mecânico de manutenção de máquinas-ferramentas (usinagem de metais);"INSERT INTO states (code, title) VALUES ('911325','Mecânico de manutenção de máquinas-ferramentas (usinagem de metais)');"
913110;Mecânico de manutenção de equipamento de mineração;"INSERT INTO states (code, title) VALUES ('913110','Mecânico de manutenção de equipamento de mineração');"
913105;Mecânico de manutenção de aparelhos de levantamento;"INSERT INTO states (code, title) VALUES ('913105','Mecânico de manutenção de aparelhos de levantamento');"
913115;Mecânico de manutenção de máquinas agrícolas;"INSERT INTO states (code, title) VALUES ('913115','Mecânico de manutenção de máquinas agrícolas');"
913120;Mecânico de manutenção de máquinas de construção e terraplenagem;"INSERT INTO states (code, title) VALUES ('913120','Mecânico de manutenção de máquinas de construção e terraplenagem');"
914105;Mecânico de manutenção de aeronaves, em geral;"INSERT INTO states (code, title) VALUES ('914105','Mecânico de manutenção de aeronaves, em geral');"
914110;Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar);"INSERT INTO states (code, title) VALUES ('914110','Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar)');"
914205;Mecânico de manutenção de motores e equipamentos navais;"INSERT INTO states (code, title) VALUES ('914205','Mecânico de manutenção de motores e equipamentos navais');"
914305;Mecânico de manutenção de veículos ferroviários;"INSERT INTO states (code, title) VALUES ('914305','Mecânico de manutenção de veículos ferroviários');"
914420;Mecânico de manutenção de tratores;"INSERT INTO states (code, title) VALUES ('914420','Mecânico de manutenção de tratores');"
914415;Mecânico de manutenção de motocicletas;"INSERT INTO states (code, title) VALUES ('914415','Mecânico de manutenção de motocicletas');"
914410;Mecânico de manutenção de empilhadeiras e outros veículos de cargas leves;"INSERT INTO states (code, title) VALUES ('914410','Mecânico de manutenção de empilhadeiras e outros veículos de cargas leves');"
914425;Mecânico de veículos automotores a diesel (exceto tratores);"INSERT INTO states (code, title) VALUES ('914425','Mecânico de veículos automotores a diesel (exceto tratores)');"
914405;Mecânico de manutenção de automóveis, motocicletas e veículos similares;"INSERT INTO states (code, title) VALUES ('914405','Mecânico de manutenção de automóveis, motocicletas e veículos similares');"
915110;Técnico em manutenção de hidrômetros;"INSERT INTO states (code, title) VALUES ('915110','Técnico em manutenção de hidrômetros');"
915105;Técnico em manutenção de instrumentos de medição e precisão;"INSERT INTO states (code, title) VALUES ('915105','Técnico em manutenção de instrumentos de medição e precisão');"
915115;Técnico em manutenção de balanças;"INSERT INTO states (code, title) VALUES ('915115','Técnico em manutenção de balanças');"
915205;Restaurador de instrumentos musicais (exceto cordas arcadas);"INSERT INTO states (code, title) VALUES ('915205','Restaurador de instrumentos musicais (exceto cordas arcadas)');"
915210;Reparador de instrumentos musicais;"INSERT INTO states (code, title) VALUES ('915210','Reparador de instrumentos musicais');"
915215;Luthier (restauração de cordas arcadas);"INSERT INTO states (code, title) VALUES ('915215','Luthier (restauração de cordas arcadas)');"
915305;Técnico em manutenção de equipamentos e instrumentos médico-hospitalares;"INSERT INTO states (code, title) VALUES ('915305','Técnico em manutenção de equipamentos e instrumentos médico-hospitalares');"
915405;Reparador de equipamentos fotográficos;"INSERT INTO states (code, title) VALUES ('915405','Reparador de equipamentos fotográficos');"
919105;Lubrificador industrial;"INSERT INTO states (code, title) VALUES ('919105','Lubrificador industrial');"
919115;Lubrificador de embarcações;"INSERT INTO states (code, title) VALUES ('919115','Lubrificador de embarcações');"
919110;Lubrificador de veículos automotores (exceto embarcações);"INSERT INTO states (code, title) VALUES ('919110','Lubrificador de veículos automotores (exceto embarcações)');"
919205;Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares;"INSERT INTO states (code, title) VALUES ('919205','Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares');"
919310;Mecânico de manutenção de bicicletas e veículos similares;"INSERT INTO states (code, title) VALUES ('919310','Mecânico de manutenção de bicicletas e veículos similares');"
919305;Mecânico de manutenção de aparelhos esportivos e de ginástica;"INSERT INTO states (code, title) VALUES ('919305','Mecânico de manutenção de aparelhos esportivos e de ginástica');"
919315;Montador de bicicletas;"INSERT INTO states (code, title) VALUES ('919315','Montador de bicicletas');"
950105;Supervisor de manutenção elétrica de alta tensão industrial;"INSERT INTO states (code, title) VALUES ('950105','Supervisor de manutenção elétrica de alta tensão industrial');"
950110;Supervisor de manutenção eletromecânica industrial, comercial e predial;"INSERT INTO states (code, title) VALUES ('950110','Supervisor de manutenção eletromecânica industrial, comercial e predial');"
950205;Encarregado de manutenção elétrica de veículos;"INSERT INTO states (code, title) VALUES ('950205','Encarregado de manutenção elétrica de veículos');"
950305;Supervisor de manutenção eletromecânica;"INSERT INTO states (code, title) VALUES ('950305','Supervisor de manutenção eletromecânica');"
951105;Eletricista de manutenção eletroeletrônica;"INSERT INTO states (code, title) VALUES ('951105','Eletricista de manutenção eletroeletrônica');"
951315;Monitor de sistemas eletrônicos de segurança interno;"INSERT INTO states (code, title) VALUES ('951315','Monitor de sistemas eletrônicos de segurança interno');"
951320;Monitor de sistemas eletrônicos de segurança externo;"INSERT INTO states (code, title) VALUES ('951320','Monitor de sistemas eletrônicos de segurança externo');"
951310;Mantenedor de sistemas eletroeletrônicos de segurança;"INSERT INTO states (code, title) VALUES ('951310','Mantenedor de sistemas eletroeletrônicos de segurança');"
951305;Instalador de sistemas eletroeletrônicos de segurança;"INSERT INTO states (code, title) VALUES ('951305','Instalador de sistemas eletroeletrônicos de segurança');"
953105;Eletricista de instalações (aeronaves);"INSERT INTO states (code, title) VALUES ('953105','Eletricista de instalações (aeronaves)');"
953115;Eletricista de instalações (veículos automotores e máquinas operatrizes, exceto aeronaves e embarcações);"INSERT INTO states (code, title) VALUES ('953115','Eletricista de instalações (veículos automotores e máquinas operatrizes, exceto aeronaves e embarcações)');"
953110;Eletricista de instalações (embarcações);"INSERT INTO states (code, title) VALUES ('953110','Eletricista de instalações (embarcações)');"
954105;Eletromecânico de manutenção de elevadores;"INSERT INTO states (code, title) VALUES ('954105','Eletromecânico de manutenção de elevadores');"
954110;Eletromecânico de manutenção de escadas rolantes;"INSERT INTO states (code, title) VALUES ('954110','Eletromecânico de manutenção de escadas rolantes');"
954115;Eletromecânico de manutenção de portas automáticas;"INSERT INTO states (code, title) VALUES ('954115','Eletromecânico de manutenção de portas automáticas');"
954120;Mecânico de manutenção de instalações mecânicas de edifícios;"INSERT INTO states (code, title) VALUES ('954120','Mecânico de manutenção de instalações mecânicas de edifícios');"
954125;Operador eletromecânico;"INSERT INTO states (code, title) VALUES ('954125','Operador eletromecânico');"
954205;Reparador de aparelhos eletrodomésticos (exceto imagem e som);"INSERT INTO states (code, title) VALUES ('954205','Reparador de aparelhos eletrodomésticos (exceto imagem e som)');"
954210;Reparador de rádio, tv e som;"INSERT INTO states (code, title) VALUES ('954210','Reparador de rádio, tv e som');"
954305;Reparador de equipamentos de escritório;"INSERT INTO states (code, title) VALUES ('954305','Reparador de equipamentos de escritório');"
991105;Conservador de via permanente (trilhos);"INSERT INTO states (code, title) VALUES ('991105','Conservador de via permanente (trilhos)');"
991110;Inspetor de via permanente (trilhos);"INSERT INTO states (code, title) VALUES ('991110','Inspetor de via permanente (trilhos)');"
